source,target,evidence,iLIS,fdr
CG4570,CG12496,fly,0.4095,FDR 5
CG4570,CG10979,fly,0.3126,FDR 10
CG4570,CG10209,fly,0.2924,FDR 10
TfIIFbeta,Mef2,both,0.5603,FDR 1
TfIIFbeta,RpII140,both,0.4352,FDR 5
TfIIFbeta,aurA,diopt4,0.3417,FDR 5
TfIIFbeta,CG43740,fly,0.3324,FDR 10
Ref1,CG9775,fly,0.6278,FDR 1
Ref1,CG18259,both,0.4435,FDR 5
CG9775,Surf6,fly,0.3897,FDR 5
CG9775,ppan,fly,0.386,FDR 5
CG9775,RpS19b,fly,0.2456,FDR 10
Dlip3,inaC,fly,0.3615,FDR 5
Dlip3,DnaJ-1,fly,0.3479,FDR 5
Dlip3,CG10943,fly,0.2454,FDR 10
awd,Fkbp59,both,0.4248,FDR 5
awd,HmgD,fly,0.4084,FDR 5
awd,CG3038,fly,0.2514,FDR 10
awd,Df31,fly,0.2407,FDR 10
awd,Bacc,fly,0.2246,FDR 10
CG3530,Iswi,diopt4,0.403,FDR 5
CG3530,kuk,fly,0.276,FDR 10
CG6066,CG6843,both,0.5099,FDR 5
CG6066,Doa,diopt4,0.3857,FDR 5
dpr5,dpr6,fly,0.6044,FDR 1
esc,phol,both,0.5749,FDR 1
esc,Pp1-Y2,diopt4,0.489,FDR 5
esc,CG10431,fly,0.4642,FDR 5
esc,Pcl,both,0.4078,FDR 5
esc,y,fly,0.4057,FDR 5
esc,KP78a,diopt4,0.3689,FDR 5
esc,aay,diopt4,0.3688,FDR 5
esc,CG7115,diopt4,0.3519,FDR 5
esc,yata,diopt4,0.3484,FDR 5
esc,Pak3,diopt4,0.3442,FDR 5
esc,ash1,both,0.322,FDR 10
esc,Irbp,diopt4,0.3214,FDR 10
esc,HHEX,fly,0.2873,FDR 10
esc,Pak,diopt4,0.2866,FDR 10
esc,Jarid2,both,0.2847,FDR 10
esc,corto,fly,0.2819,FDR 10
esc,su(Hw),fly,0.2777,FDR 10
esc,Nak,diopt4,0.2776,FDR 10
esc,Doa,diopt4,0.2705,FDR 10
esc,Pez,diopt4,0.2517,FDR 10
esc,piwi,both,0.2357,FDR 10
gol,CG30062,diopt4,0.5636,FDR 1
gol,Mal-A7,diopt4,0.5295,FDR 5
gol,GCS2beta,diopt4,0.4187,FDR 5
gol,Mal-A2,diopt4,0.28,FDR 10
gol,Mal-A3,diopt4,0.2531,FDR 10
gol,Mal-A4,diopt4,0.2269,FDR 10
Mics1,Chchd2,both,0.6274,FDR 1
Mics1,CG16978,fly,0.4691,FDR 5
Mics1,CG42336,fly,0.4474,FDR 5
Mics1,CG10616,fly,0.2368,FDR 10
Mics1,CG31775,fly,0.2244,FDR 10
Chchd2,P32,both,0.3835,FDR 5
Rabex-5,Rbpn-5,both,0.4418,FDR 5
Rabex-5,Rok,diopt4,0.4131,FDR 5
Rabex-5,p38a,diopt4,0.34,FDR 5
Rabex-5,Erk7,diopt4,0.3158,FDR 10
Rabex-5,hpo,diopt4,0.3109,FDR 10
Rabex-5,sgg,fly,0.2285,FDR 10
Ric,PlexB,diopt4,0.4036,FDR 5
Obp19d,GILT1,fly,0.6273,FDR 1
Obp19d,CG42806,fly,0.2493,FDR 10
GILT1,CG13599,fly,0.5539,FDR 1
GILT1,pAbp,fly,0.5448,FDR 5
GILT1,RpLP0,fly,0.4889,FDR 5
GILT1,CG13585,fly,0.3311,FDR 10
GILT1,TotC,fly,0.2971,FDR 10
RpL19,RpS3,both,0.5627,FDR 1
RpL19,RpLP0,both,0.5429,FDR 5
RpL19,RpS16,both,0.5397,FDR 5
RpL19,RpS12,both,0.5006,FDR 5
RpL19,RpL30,both,0.4535,FDR 5
RpL19,RpS2,both,0.4207,FDR 5
RpL19,RpS24,both,0.4024,FDR 5
RpL19,RpL18A,both,0.3888,FDR 5
RpL19,Delta,fly,0.3817,FDR 5
RpL19,RpL13,both,0.3648,FDR 5
RpL19,RpL39,both,0.3475,FDR 5
RpL19,RpS7,both,0.3181,FDR 10
RpL19,gek,diopt4,0.3048,FDR 10
RpL19,RpS11,both,0.2973,FDR 10
RpL19,RpS23,both,0.2963,FDR 10
RpL19,RpL5,both,0.2832,FDR 10
RpL19,RpL14,both,0.2547,FDR 10
RpL19,RpL17,both,0.2267,FDR 10
RpL19,RpL27A,both,0.2251,FDR 10
Trf,Brf,both,0.619,FDR 1
Trf,msn,diopt4,0.3077,FDR 10
x16,Doa,both,0.2879,FDR 10
x16,gek,diopt4,0.2672,FDR 10
x16,CG7564,both,0.2381,FDR 10
CG7054,Pgk,both,0.4263,FDR 5
CG7054,CG5174,fly,0.3368,FDR 10
CG7054,p23,fly,0.3283,FDR 10
CG7054,Tudor-SN,fly,0.2991,FDR 10
CG7054,RnrS,fly,0.2523,FDR 10
CG17801,CG10654,fly,0.5586,FDR 1
dpr4,cDIP,fly,0.4359,FDR 5
mip40,Myb,both,0.5719,FDR 1
H15,wts,diopt4,0.3211,FDR 10
H15,Irbp,diopt4,0.2761,FDR 10
CG11752,ND-49,fly,0.3224,FDR 10
Pa1,Ptip,both,0.5671,FDR 1
Pa1,Hcf,fly,0.3567,FDR 5
Pa1,Utx,both,0.2802,FDR 10
Pa1,CG7542,fly,0.2257,FDR 10
CG7409,yip3,fly,0.4832,FDR 5
CG7409,fau,fly,0.3513,FDR 5
CG7409,CG4461,both,0.3473,FDR 5
CG7409,Nplp2,fly,0.344,FDR 5
aurA,Cortactin,diopt4,0.5862,FDR 1
aurA,bora,both,0.5837,FDR 1
aurA,chico,diopt4,0.4543,FDR 5
aurA,Lam,diopt4,0.4401,FDR 5
aurA,CG13850,diopt4,0.4222,FDR 5
aurA,cnn,both,0.4193,FDR 5
aurA,cno,diopt4,0.4141,FDR 5
aurA,Amph,diopt4,0.4113,FDR 5
aurA,Zasp52,diopt4,0.4047,FDR 5
aurA,Pka-C2,diopt4,0.391,FDR 5
aurA,spas,diopt4,0.3838,FDR 5
aurA,Lk6,fly,0.3834,FDR 5
aurA,pins,fly,0.3792,FDR 5
aurA,Akt1,diopt4,0.3773,FDR 5
aurA,tacc,both,0.3717,FDR 5
aurA,spd-2,fly,0.37,FDR 5
aurA,grn,diopt4,0.3628,FDR 5
aurA,shot,diopt4,0.3586,FDR 5
aurA,Nedd4,diopt4,0.3563,FDR 5
aurA,sens,diopt4,0.3514,FDR 5
aurA,ncd,diopt4,0.3463,FDR 5
aurA,mask,diopt4,0.3395,FDR 5
aurA,Klp10A,diopt4,0.335,FDR 10
aurA,X11L,diopt4,0.33,FDR 10
aurA,HBS1,diopt4,0.3296,FDR 10
aurA,gek,diopt4,0.3281,FDR 10
aurA,geminin,diopt4,0.3249,FDR 10
aurA,Imp,diopt4,0.3209,FDR 10
aurA,Rok,fly,0.3155,FDR 10
aurA,ana1,fly,0.3114,FDR 10
aurA,pcm,diopt4,0.3088,FDR 10
aurA,CG15262,diopt4,0.3057,FDR 10
aurA,Srrm1,diopt4,0.3029,FDR 10
aurA,His3:CG33842,diopt4,0.3005,FDR 10
aurA,Dif,diopt4,0.2974,FDR 10
aurA,Csk,diopt4,0.2965,FDR 10
aurA,Tsr1,diopt4,0.2937,FDR 10
aurA,MBD-like,diopt4,0.2934,FDR 10
aurA,sti,diopt4,0.2901,FDR 10
aurA,sens-2,diopt4,0.2838,FDR 10
aurA,lds,diopt4,0.2797,FDR 10
aurA,CG31875,diopt4,0.268,FDR 10
aurA,tral,diopt4,0.2674,FDR 10
aurA,cmet,diopt4,0.2669,FDR 10
aurA,Abp1,diopt4,0.2666,FDR 10
aurA,DNAlig4,both,0.2597,FDR 10
aurA,Doa,diopt4,0.2577,FDR 10
aurA,Erk7,diopt4,0.2551,FDR 10
aurA,Brca2,fly,0.2531,FDR 10
aurA,Dref,fly,0.2513,FDR 10
aurA,LamC,diopt4,0.2457,FDR 10
aurA,Ptx1,diopt4,0.2401,FDR 10
aurA,gig,diopt4,0.2394,FDR 10
aurA,N,both,0.2298,FDR 10
aurA,Wnk,diopt4,0.2269,FDR 10
aurA,Sas-4,fly,0.2238,FDR 10
dup,CG11596,fly,0.6266,FDR 1
dup,geminin,both,0.5653,FDR 1
dup,woc,fly,0.2836,FDR 10
dup,bsk,diopt4,0.2527,FDR 10
dup,sgg,fly,0.2255,FDR 10
elfless,Sap30,fly,0.6108,FDR 1
ND1,ND3,fly,0.6198,FDR 1
ND1,ND6,fly,0.5577,FDR 1
ND1,ND-B22,fly,0.3645,FDR 5
CG7148,Cyt-c-p,fly,0.6265,FDR 1
Cyt-c-p,CG5177,fly,0.4278,FDR 5
Cyt-c-p,dl,fly,0.2347,FDR 10
maf-S,cnc,both,0.6252,FDR 1
maf-S,CG16815,fly,0.399,FDR 5
maf-S,rl,diopt4,0.3596,FDR 5
maf-S,CG8565,diopt4,0.3071,FDR 10
mRpL50,mRpL43,both,0.5065,FDR 5
mRpL50,mRpL15,both,0.3076,FDR 10
p23,NHP2,both,0.4353,FDR 5
p23,CG17765,fly,0.3279,FDR 10
p23,Non2,fly,0.2841,FDR 10
p23,CkIIalpha,diopt4,0.2728,FDR 10
p23,HmgD,fly,0.2335,FDR 10
Dyb,Syn1,both,0.6263,FDR 1
Dyb,CG6607,fly,0.5165,FDR 5
Dyb,CG2017,both,0.4694,FDR 5
Dyb,CG15728,fly,0.4663,FDR 5
Dyb,gnu,fly,0.4654,FDR 5
Dyb,Rsph3,fly,0.3968,FDR 5
Dyb,Khc,diopt4,0.3568,FDR 5
Dyb,Deaf1,fly,0.3553,FDR 5
Dyb,Mer,both,0.337,FDR 10
Dyb,sinah,fly,0.3149,FDR 10
Dyb,sstn,fly,0.2381,FDR 10
Syn1,Egfr,diopt4,0.2362,FDR 10
Dyrk3,btd,diopt4,0.4927,FDR 5
Dyrk3,Eph,diopt4,0.4458,FDR 5
Dyrk3,mia,diopt4,0.4087,FDR 5
Dyrk3,chm,diopt4,0.3865,FDR 5
Dyrk3,Takl1,diopt4,0.364,FDR 5
Dyrk3,ref(2)P,diopt4,0.3301,FDR 10
Dyrk3,CG8565,diopt4,0.3081,FDR 10
Dyrk3,mof,diopt4,0.2978,FDR 10
Dyrk3,CG1894,diopt4,0.2863,FDR 10
Dyrk3,Doa,diopt4,0.2826,FDR 10
Dyrk3,Hsf,diopt4,0.2763,FDR 10
Dyrk3,Ssdp,diopt4,0.2743,FDR 10
Dyrk3,sgg,diopt4,0.2488,FDR 10
Dyrk3,CG4839,diopt4,0.2467,FDR 10
Dyrk3,pan,diopt4,0.244,FDR 10
Dyrk3,acj6,diopt4,0.2433,FDR 10
Dyrk3,GATAd,diopt4,0.2386,FDR 10
Dyrk3,rl,diopt4,0.2271,FDR 10
pan,csw,diopt4,0.5929,FDR 1
pan,CycG,both,0.4113,FDR 5
pan,Dyrk2,diopt4,0.4066,FDR 5
pan,egr,fly,0.4041,FDR 5
pan,Src42A,fly,0.3732,FDR 5
pan,lms,fly,0.3468,FDR 5
pan,grp,fly,0.3389,FDR 5
pan,Irbp,diopt4,0.3383,FDR 10
pan,Apc2,fly,0.3042,FDR 10
pan,ct,both,0.2891,FDR 10
pan,squ,fly,0.2753,FDR 10
pan,Rbf,both,0.2663,FDR 10
pan,wg,fly,0.2545,FDR 10
pan,Egfr,fly,0.2507,FDR 10
pan,CG7737,fly,0.2254,FDR 10
pan,Wnt2,fly,0.2239,FDR 10
Rpn8,Rpn11,both,0.626,FDR 1
Rpn8,Rpn3,both,0.5995,FDR 1
Rpn8,Rpn5,both,0.4947,FDR 5
Rpn8,Rpn12,both,0.4196,FDR 5
Rpn11,Rpn5,both,0.4672,FDR 5
Rpn11,sima,fly,0.4368,FDR 5
Rpn11,Rpn3,both,0.344,FDR 5
Rpn11,Rpn12,both,0.3144,FDR 10
CG15449,CG12824,fly,0.6259,FDR 1
CG15449,CG14086,fly,0.3984,FDR 5
CG15449,CG10444,fly,0.2469,FDR 10
CG12824,stas,fly,0.4211,FDR 5
CG12824,Ptp61F,fly,0.3924,FDR 5
CG12824,Ser8,fly,0.3823,FDR 5
Cul1,Akt1,both,0.5795,FDR 1
Cul1,Cp38,fly,0.5427,FDR 5
Cul1,brat,both,0.5153,FDR 5
Cul1,Cand1,both,0.4551,FDR 5
Cul1,pnut,diopt4,0.3796,FDR 5
Cul1,mi,fly,0.3718,FDR 5
Cul1,Hex-A,diopt4,0.345,FDR 5
Cul1,Dlish,fly,0.3381,FDR 10
Cul1,rl,diopt4,0.3337,FDR 10
Cul1,RpS6,diopt4,0.3167,FDR 10
Cul1,dco,diopt4,0.2925,FDR 10
Cul1,app,diopt4,0.2792,FDR 10
Cul1,SAK,both,0.2592,FDR 10
Cul1,ex,fly,0.255,FDR 10
Cul1,ci,both,0.2445,FDR 10
Cul1,eIF4A,diopt4,0.2334,FDR 10
Cul1,Hph,diopt4,0.231,FDR 10
Cul1,fzr,diopt4,0.2234,FDR 10
RhoL,DAAM,diopt4,0.5273,FDR 5
RhoL,dia,diopt4,0.518,FDR 5
Nufip,CG8204,both,0.5934,FDR 1
Nufip,U3-55K,fly,0.5685,FDR 1
Nufip,ppan,diopt4,0.2311,FDR 10
CG18178,CG4806,fly,0.6254,FDR 1
CG18178,CG15019,fly,0.6079,FDR 1
CG18178,Set,fly,0.4772,FDR 5
CG18178,CG15014,fly,0.4655,FDR 5
CG18178,Ssrp,fly,0.4572,FDR 5
CG18178,CG6833,fly,0.3703,FDR 5
CG18178,vig,fly,0.3522,FDR 5
CG18178,CG9684,fly,0.3418,FDR 5
CG18178,Mtr4,fly,0.337,FDR 10
CG18178,Tango4,fly,0.3246,FDR 10
CG18178,RanGAP,fly,0.2523,FDR 10
CG18178,Nrd1,fly,0.2422,FDR 10
CG18178,Map205,fly,0.2285,FDR 10
CG4806,CG1785,both,0.4523,FDR 5
CG4806,Tango4,fly,0.3716,FDR 5
CG4806,Top1,both,0.3156,FDR 10
CG4806,Fkbp39,both,0.3056,FDR 10
CG4806,CG32708,both,0.2396,FDR 10
tup,Deaf1,fly,0.2832,FDR 10
Pkc98E,Ets21C,diopt4,0.4476,FDR 5
Pkc98E,sqd,diopt4,0.3644,FDR 5
Pkc98E,SC35,diopt4,0.3607,FDR 5
Pkc98E,Pkc53E,diopt4,0.3506,FDR 5
Pkc98E,Ets65A,diopt4,0.3294,FDR 10
Pkc98E,Pka-R2,diopt4,0.2855,FDR 10
Pkc98E,FoxK,diopt4,0.2837,FDR 10
Pkc98E,Pkcdelta,diopt4,0.2789,FDR 10
Pkc98E,trio,diopt4,0.2776,FDR 10
Pkc98E,fd102C,diopt4,0.2609,FDR 10
Pkc98E,Jon99Cii,fly,0.2561,FDR 10
Pkc98E,Jon99Ciii,fly,0.2561,FDR 10
Pkc98E,Pkn,diopt4,0.2553,FDR 10
Pkc98E,Mct1,diopt4,0.2409,FDR 10
Pkc98E,RpL10,diopt4,0.2307,FDR 10
Chmp1,Ist1,both,0.5703,FDR 1
Chmp1,spas,both,0.4503,FDR 5
Chmp1,Vps4,both,0.3111,FDR 10
cnc,Keap1,both,0.603,FDR 1
cnc,Pen,diopt4,0.431,FDR 5
cnc,Akt1,diopt4,0.4021,FDR 5
cnc,lap,fly,0.3821,FDR 5
cnc,CG3528,both,0.3294,FDR 10
cnc,Dfd,both,0.3176,FDR 10
cnc,slmb,both,0.3095,FDR 10
cnc,CG15631,fly,0.3089,FDR 10
cnc,CG10154,fly,0.2333,FDR 10
ref(2)P,Ubi-p63E,diopt4,0.4765,FDR 5
ref(2)P,CG11700,diopt4,0.4414,FDR 5
ref(2)P,Cul3,diopt4,0.3908,FDR 5
ref(2)P,Keap1,both,0.3738,FDR 5
ref(2)P,BNIP3,diopt4,0.3123,FDR 10
ref(2)P,Pkc53E,diopt4,0.3004,FDR 10
ref(2)P,CadN2,fly,0.3001,FDR 10
ref(2)P,Atg17,diopt4,0.2855,FDR 10
ref(2)P,fne,diopt4,0.2593,FDR 10
ref(2)P,Atg1,both,0.2552,FDR 10
ref(2)P,dop,diopt4,0.2548,FDR 10
ref(2)P,Hsp70Aa,both,0.2255,FDR 10
Rrp40,ebi,fly,0.3378,FDR 10
vap,RasGAP1,fly,0.3278,FDR 10
vap,prd,fly,0.2812,FDR 10
Pka-R2,CG12069,diopt4,0.6241,FDR 1
Pka-R2,Pka-C2,diopt4,0.5005,FDR 5
Pka-R2,Akt1,diopt4,0.4805,FDR 5
Pka-R2,CG4839,diopt4,0.44,FDR 5
Pka-R2,JIL-1,diopt4,0.4316,FDR 5
Pka-R2,S6kII,diopt4,0.4086,FDR 5
Pka-R2,CG9962,diopt4,0.4024,FDR 5
Pka-R2,gish,diopt4,0.3476,FDR 5
Pka-R2,Pkcdelta,diopt4,0.3454,FDR 5
Pka-R2,gek,diopt4,0.3425,FDR 5
Pka-R2,Akap200,fly,0.3227,FDR 10
Pka-R2,Pkn,diopt4,0.3221,FDR 10
Pka-R2,wts,diopt4,0.3217,FDR 10
Pka-R2,CG9368,fly,0.2917,FDR 10
Pka-R2,Rok,diopt4,0.2861,FDR 10
Pka-R2,Pkc53E,diopt4,0.2842,FDR 10
Pka-R2,CG2577,diopt4,0.2841,FDR 10
Pka-R2,CG7094,diopt4,0.2711,FDR 10
Pka-R2,Rel,diopt4,0.2451,FDR 10
Pka-R2,dco,diopt4,0.2299,FDR 10
crn,CG15525,both,0.625,FDR 1
crn,fand,both,0.5047,FDR 5
crn,eyg,fly,0.5029,FDR 5
crn,Bx42,both,0.3985,FDR 5
crn,mwh,fly,0.3271,FDR 10
crn,CG5111,both,0.3266,FDR 10
crn,CG4611,fly,0.3136,FDR 10
crn,CG4849,both,0.3109,FDR 10
crn,CG18259,fly,0.2299,FDR 10
CG15525,fand,both,0.4724,FDR 5
CG15525,CG1965,fly,0.4558,FDR 5
CG15525,sip1,fly,0.3314,FDR 10
rl,Lk6,both,0.5904,FDR 1
rl,Mbs,diopt4,0.5671,FDR 1
rl,CG12054,diopt4,0.5641,FDR 1
rl,MAPk-Ak2,diopt4,0.5614,FDR 1
rl,S6kII,both,0.54,FDR 5
rl,Dif,diopt4,0.5091,FDR 5
rl,Mkp3,both,0.5087,FDR 5
rl,puc,both,0.495,FDR 5
rl,Dsor1,both,0.4896,FDR 5
rl,Mef2,diopt4,0.4738,FDR 5
rl,achi,diopt4,0.4583,FDR 5
rl,MED1,diopt4,0.4446,FDR 5
rl,msn,diopt4,0.4435,FDR 5
rl,Nab2,diopt4,0.4388,FDR 5
rl,spen,diopt4,0.4316,FDR 5
rl,Atf-2,diopt4,0.3991,FDR 5
rl,dpa,diopt4,0.3957,FDR 5
rl,Moca-cyp,diopt4,0.3858,FDR 5
rl,Pka-C2,diopt4,0.3803,FDR 5
rl,CG2246,diopt4,0.3801,FDR 5
rl,scny,diopt4,0.3704,FDR 5
rl,Mcm2,diopt4,0.3687,FDR 5
rl,Plzf,fly,0.3669,FDR 5
rl,FoxP,diopt4,0.3588,FDR 5
rl,dos,diopt4,0.3585,FDR 5
rl,shn,diopt4,0.3498,FDR 5
rl,Abp1,diopt4,0.3443,FDR 5
rl,Csk,diopt4,0.3442,FDR 5
rl,Bx42,diopt4,0.3394,FDR 5
rl,CG10927,diopt4,0.3267,FDR 10
rl,Sox14,diopt4,0.3242,FDR 10
rl,corto,fly,0.3219,FDR 10
rl,Grasp65,diopt4,0.3218,FDR 10
rl,Hrb27C,diopt4,0.3173,FDR 10
rl,wde,diopt4,0.3134,FDR 10
rl,lic,diopt4,0.3097,FDR 10
rl,step,fly,0.3066,FDR 10
rl,sna,diopt4,0.3061,FDR 10
rl,Rbf,diopt4,0.3039,FDR 10
rl,Tlk,diopt4,0.2931,FDR 10
rl,lin-28,diopt4,0.2925,FDR 10
rl,Smox,diopt4,0.29,FDR 10
rl,trh,diopt4,0.2875,FDR 10
rl,CG4404,diopt4,0.284,FDR 10
rl,CalpB,both,0.2836,FDR 10
rl,raskol,diopt4,0.2768,FDR 10
rl,Sos,diopt4,0.2766,FDR 10
rl,pum,both,0.2765,FDR 10
rl,Pak,diopt4,0.2713,FDR 10
rl,ksr,both,0.2664,FDR 10
rl,raptor,diopt4,0.2637,FDR 10
rl,Lasp,diopt4,0.2613,FDR 10
rl,cv-c,diopt4,0.2602,FDR 10
rl,Hr51,diopt4,0.2594,FDR 10
rl,Fit1,diopt4,0.2592,FDR 10
rl,CAP,diopt4,0.2589,FDR 10
rl,Sas-4,fly,0.2577,FDR 10
rl,RunxA,diopt4,0.2559,FDR 10
rl,Nf-YA,diopt4,0.2545,FDR 10
rl,asp,fly,0.2505,FDR 10
rl,Gug,fly,0.2504,FDR 10
rl,CG30349,diopt4,0.2499,FDR 10
rl,Sox15,diopt4,0.2495,FDR 10
rl,CG10417,diopt4,0.249,FDR 10
rl,hep,diopt4,0.245,FDR 10
rl,yki,fly,0.2414,FDR 10
rl,scrib,both,0.2413,FDR 10
rl,Orc1,diopt4,0.2389,FDR 10
rl,whe,fly,0.2355,FDR 10
rl,SoxN,diopt4,0.2324,FDR 10
rl,CG8878,diopt4,0.2295,FDR 10
rl,Caper,fly,0.2293,FDR 10
rl,Hcf,diopt4,0.2267,FDR 10
rl,GATAd,diopt4,0.2257,FDR 10
Lim1,bon,diopt4,0.4575,FDR 5
Lim1,Poxm,fly,0.4501,FDR 5
Lim1,bin3,fly,0.3578,FDR 5
Lim1,Slip1,fly,0.335,FDR 10
Lim1,CG32548,fly,0.3314,FDR 10
Lim1,CG9667,fly,0.2998,FDR 10
Lim1,erm,fly,0.273,FDR 10
Lim1,betaTub56D,fly,0.2556,FDR 10
Lim1,D,fly,0.251,FDR 10
Lim1,disco,fly,0.2339,FDR 10
Lim1,bcd,fly,0.2311,FDR 10
Atg16,Atg17,diopt4,0.5979,FDR 1
Atg16,LamC,diopt4,0.5566,FDR 1
Atg16,Nuf2,fly,0.5164,FDR 5
Atg16,Hexim,diopt4,0.5139,FDR 5
Atg16,Eps-15,diopt4,0.5113,FDR 5
Atg16,Spn,both,0.5022,FDR 5
Atg16,Tm2,diopt4,0.4992,FDR 5
Atg16,Rab19,fly,0.4887,FDR 5
Atg16,CG8578,diopt4,0.4818,FDR 5
Atg16,CG17593,diopt4,0.4817,FDR 5
Atg16,Tm1,diopt4,0.4776,FDR 5
Atg16,Dap160,diopt4,0.474,FDR 5
Atg16,fl(2)d,diopt4,0.47,FDR 5
Atg16,GM130,diopt4,0.4686,FDR 5
Atg16,osp,diopt4,0.4685,FDR 5
Atg16,Unc-115a,diopt4,0.4685,FDR 5
Atg16,Atg6,diopt4,0.4602,FDR 5
Atg16,Sec8,diopt4,0.4548,FDR 5
Atg16,CG13366,diopt4,0.446,FDR 5
Atg16,CG10576,diopt4,0.442,FDR 5
Atg16,simj,diopt4,0.4272,FDR 5
Atg16,vls,diopt4,0.421,FDR 5
Atg16,CG30291,diopt4,0.4182,FDR 5
Atg16,MED30,diopt4,0.4071,FDR 5
Atg16,RhoGAP16F,diopt4,0.4049,FDR 5
Atg16,Git,diopt4,0.3891,FDR 5
Atg16,CG32176,diopt4,0.384,FDR 5
Atg16,SMC2,diopt4,0.3575,FDR 5
Atg16,Dgp-1,diopt4,0.3221,FDR 10
Atg16,Vap33,diopt4,0.3219,FDR 10
Atg16,Dim1,diopt4,0.3068,FDR 10
Atg16,emb,diopt4,0.2948,FDR 10
Atg16,Tom40,fly,0.2895,FDR 10
Atg16,Ddx1,diopt4,0.288,FDR 10
Atg16,Lam,diopt4,0.2789,FDR 10
Atg16,SMC3,diopt4,0.2722,FDR 10
Atg16,CG5903,diopt4,0.2706,FDR 10
Atg16,CG5886,diopt4,0.262,FDR 10
Atg16,RpII140,diopt4,0.2554,FDR 10
Atg16,Mbs,diopt4,0.2507,FDR 10
Atg16,muc,diopt4,0.2482,FDR 10
Atg16,retn,diopt4,0.2442,FDR 10
Atg16,vig,diopt4,0.2433,FDR 10
Atg16,Ythdc1,diopt4,0.2263,FDR 10
pgc,bru1,fly,0.4427,FDR 5
COX5B,Eip75B,fly,0.377,FDR 5
COX5B,CG5177,fly,0.3081,FDR 10
COX5B,CG14894,fly,0.2764,FDR 10
su(sable),CG11327,fly,0.4874,FDR 5
su(sable),y,fly,0.4408,FDR 5
su(sable),CG14044,fly,0.3578,FDR 5
su(sable),sgg,diopt4,0.3247,FDR 10
su(sable),CG15772,fly,0.3215,FDR 10
su(sable),CG17739,fly,0.2989,FDR 10
su(sable),CG11597,diopt4,0.2912,FDR 10
su(sable),PpY-55A,diopt4,0.231,FDR 10
su(sable),CG10417,diopt4,0.2287,FDR 10
CG18371,CG42748,fly,0.2513,FDR 10
CG18371,CG42559,fly,0.2423,FDR 10
CG12069,Mef2,diopt4,0.5215,FDR 5
CG12069,Sox15,diopt4,0.4984,FDR 5
CG12069,dco,diopt4,0.4212,FDR 5
CG12069,Sik3,diopt4,0.4183,FDR 5
CG12069,dop,diopt4,0.418,FDR 5
CG12069,Ptx1,diopt4,0.4108,FDR 5
CG12069,app,diopt4,0.3996,FDR 5
CG12069,Prpk,diopt4,0.3935,FDR 5
CG12069,GATAd,diopt4,0.3783,FDR 5
CG12069,Src42A,diopt4,0.375,FDR 5
CG12069,Ets96B,diopt4,0.3501,FDR 5
CG12069,sff,diopt4,0.3121,FDR 10
CG12069,sqd,diopt4,0.3078,FDR 10
CG12069,ci,diopt4,0.285,FDR 10
CG12069,Liprin-beta,diopt4,0.2591,FDR 10
CG12069,Atg1,diopt4,0.2543,FDR 10
CG12069,Smox,diopt4,0.2354,FDR 10
CG12069,D,diopt4,0.2333,FDR 10
CG12069,LIMK1,diopt4,0.2312,FDR 10
CG12069,CG7497,diopt4,0.2304,FDR 10
CG12069,hppy,diopt4,0.2265,FDR 10
OstDelta,Dad1,both,0.624,FDR 1
OstDelta,Ost48,both,0.548,FDR 5
OstDelta,CG5854,fly,0.455,FDR 5
OstDelta,Sec63,both,0.3756,FDR 5
OstDelta,Stt3A,both,0.3732,FDR 5
OstDelta,CG33129,both,0.3615,FDR 5
OstDelta,CG33303,both,0.3438,FDR 5
OstDelta,Phb2,fly,0.3422,FDR 5
OstDelta,fax,fly,0.2914,FDR 10
OstDelta,TM9SF3,both,0.2556,FDR 10
OstDelta,GluProRS,both,0.2464,FDR 10
OstDelta,ZnT63C,both,0.239,FDR 10
Dad1,Ost48,both,0.5881,FDR 1
Dad1,GABA-B-R1,fly,0.2275,FDR 10
ATPsynF,ATPsynG,both,0.3543,FDR 5
ATPsynF,ATPsynB,both,0.2879,FDR 10
Vps2,Ist1,both,0.5074,FDR 5
Vps2,Vps4,both,0.4922,FDR 5
rux,CG17278,fly,0.5326,FDR 5
rux,e(r),fly,0.4883,FDR 5
rux,CG43894,fly,0.4661,FDR 5
rux,CG13625,fly,0.2876,FDR 10
D19A,D19B,fly,0.5875,FDR 1
D19A,wek,fly,0.4525,FDR 5
Nnf1b,CG32655,fly,0.5639,FDR 1
Nnf1b,Spc25,fly,0.4833,FDR 5
Nnf1b,Cenp-C,fly,0.3823,FDR 5
Nnf1b,Ndc80,fly,0.2259,FDR 10
CG3919,CG31482,fly,0.4423,FDR 5
CG3919,salm,fly,0.3367,FDR 10
Prps,CG2246,both,0.6235,FDR 1
CG2246,sgg,diopt4,0.5452,FDR 5
CG2246,CG14894,fly,0.3695,FDR 5
CG2246,bsk,diopt4,0.2432,FDR 10
Jasper,sina,fly,0.5755,FDR 1
Jasper,JIL-1,fly,0.5378,FDR 5
Jasper,HP5,fly,0.4775,FDR 5
Jasper,msl-1,fly,0.4701,FDR 5
Jasper,Pih1D1,fly,0.2678,FDR 10
zld,Kah,fly,0.2697,FDR 10
zld,Trim9,fly,0.2368,FDR 10
Orc5,Orc4,both,0.6234,FDR 1
Orc5,Orc2,both,0.5317,FDR 5
Orc5,Orc3,both,0.4827,FDR 5
